index,creature_file,egg_file,creature_source,egg_source,notes
237,creatures/creature_237.png,eggs/egg_237.png,grid_pairrow_16_creature_col_12,grid_pairrow_16_egg_col_12,
238,creatures/creature_238.png,eggs/egg_238.png,grid_pairrow_16_creature_col_13,grid_pairrow_16_egg_col_13,
239,creatures/creature_239.png,eggs/egg_239.png,grid_pairrow_16_creature_col_14,grid_pairrow_16_egg_col_14,
240,creatures/creature_240.png,eggs/egg_240.png,grid_pairrow_16_creature_col_15,grid_pairrow_16_egg_col_15,
241,creatures/creature_241.png,eggs/egg_241.png,grid_pairrow_17_creature_col_01,grid_pairrow_17_egg_col_01,
242,creatures/creature_242.png,eggs/egg_242.png,grid_pairrow_17_creature_col_02,grid_pairrow_17_egg_col_02,
243,creatures/creature_243.png,eggs/egg_243.png,grid_pairrow_17_creature_col_03,grid_pairrow_17_egg_col_03,
244,creatures/creature_244.png,eggs/egg_244.png,grid_pairrow_17_creature_col_04,grid_pairrow_17_egg_col_04,
245,creatures/creature_245.png,eggs/egg_245.png,grid_pairrow_17_creature_col_05,grid_pairrow_17_egg_col_05,
246,creatures/creature_246.png,eggs/egg_246.png,grid_pairrow_17_creature_col_06,grid_pairrow_17_egg_col_06,
247,creatures/creature_247.png,eggs/egg_247.png,grid_pairrow_17_creature_col_07,grid_pairrow_17_egg_col_07,
248,creatures/creature_248.png,eggs/egg_248.png,grid_pairrow_17_creature_col_08,grid_pairrow_17_egg_col_08,
249,creatures/creature_249.png,eggs/egg_249.png,grid_pairrow_17_creature_col_09,grid_pairrow_17_egg_col_09,
250,creatures/creature_250.png,eggs/egg_250.png,grid_pairrow_17_creature_col_10,grid_pairrow_17_egg_col_10,
251,creatures/creature_251.png,eggs/egg_251.png,grid_pairrow_17_creature_col_11,grid_pairrow_17_egg_col_11,
252,creatures/creature_252.png,eggs/egg_252.png,grid_pairrow_17_creature_col_12,grid_pairrow_17_egg_col_12,
253,creatures/creature_253.png,eggs/egg_253.png,grid_pairrow_17_creature_col_13,grid_pairrow_17_egg_col_13,
254,creatures/creature_254.png,eggs/egg_254.png,grid_pairrow_17_creature_col_14,grid_pairrow_17_egg_col_14,
255,creatures/creature_255.png,eggs/egg_255.png,bottom_extra_center_tile,grid_pairrow_17_egg_col_15,"paired by left-to-right, top-to-bottom order; final pair uses bottom extra centered creature tile"
